SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.ln5815900-1", "7", "8", 0, 6,  0, 424, 7.1995579, 0, 0, 1.049086, 0.01959334, 1.048754, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5742828-1", "8", "9", 192, 6,  1, 424, 7.1995579, 0.01959334, 0.01959334, 1.048754, 0.04484562, 1.0483263, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5742828-2", "9", "10", 384, 6,  0, 423, 7.1995579, 0.04484562, 0.04484562, 1.0483263, 0.11411833, 1.0471542, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5473414-1", "10", "11", 576, 6,  0, 423, 7.1995579, 0.11411833, 0.11411833, 1.0471542, 0.22106703, 1.045351, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5714974-1", "11", "12", 768, 6,  0, 423, 7.1995579, 0.22106703, 0.22106703, 1.045351, 0.34367153, 1.0432936, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5896798-1", "12", "13", 960, 6,  0, 423, 7.1995579, 0.34367153, 0.34367153, 1.0432936, 0.38783147, 1.0425551, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5775442-1", "13", "14", 1152, 6,  1, 423, 7.1995579, 0.38783147, 0.38783147, 1.0425551, 0.49339167, 1.0407814, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.cap_1c", "14.3", "15.3", 1344, 2,  0, 422, 7.1995579, 0.49339167, 0.49339167, 1.0407814, 0.49439167, 1.0407016, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5513564-2", "15", "16", 1408, 6,  0, 422, 7.1995579, 0.49439167, 0.49439167, 1.0407016, 0.53950037, 1.0399468, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5513564-1", "16", "17", 1600, 6,  0, 422, 7.1995579, 0.53950037, 0.53950037, 1.0399468, 0.56078083, 1.039543, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.xj171_48332_sw", "17", "18", 1792, 6,  0, 422, 7.1995579, 0.56078083, 0.56078083, 1.039543, 0.56178083, 1.0394573, 0, 2, 0, 0, 0, 0, 16, 1
